subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return,avg_hold_time,std_hold_time,avg_dd_time,std_dd_time,avg_ud_time,std_ud_time,typing_speed,rhythm_cv,overlap_ratio
s033,1,20,0.086126,0.198612,0.152667,0.076992,0.269854,0.196359,0.054856,0.134917,0.129399,0.119907,0.2525,0.119091,0.125146,0.106434,0.004653,0.160394,0.212571,0.100938,0.120324,0.167607,-0.061246,0.082574,0.136749,0.039976,0.073207,0.162328,0.071749,0.093163,0.364514,0.240361,0.05242,0.0950099090909091,0.03302600046464769,0.20060859999999997,0.07768634116782978,0.09939469999999999,0.08973936708175144,5.483314274662203,0.3872532747613863,0.1
s033,1,21,0.042487,0.212446,0.150205,0.077775,0.264749,0.143182,0.077434,0.106781,0.111787,0.109058,0.265407,0.127974,0.125852,0.1275,0.004897,0.08457,0.204691,0.109572,0.118963,0.106389,-0.044515,0.087216,0.117193,0.040186,0.08348,0.176489,0.045578,0.105583,0.280588,0.215276,0.064041,0.088769,0.024560222600782753,0.1862233,0.06941236346333891,0.09041420000000001,0.07762920659677287,5.906887054412633,0.3727372446732845,0.1
s033,1,22,0.047258,0.232857,0.148931,0.105414,0.216894,0.222099,0.060989,0.18481,0.117575,0.099299,0.345716,0.129298,0.122043,0.157201,0.004875,0.099616,0.200992,0.093047,0.149982,0.13279,-0.045626,0.102276,0.138062,0.038441,0.057778,0.158491,0.11108,0.15564,0.353618,0.190911,0.079852,0.09819518181818182,0.035456196947270535,0.21214309999999997,0.07948588629359164,0.10106309999999999,0.08228641624560182,5.185179249289749,0.37468049890280036,0.1
s033,1,23,0.070356,0.195717,0.131539,0.10709,0.292328,0.132912,0.062296,0.245126,0.092293,0.119079,0.241973,0.116781,0.130587,0.130648,0.004474,0.125074,0.228499,0.120807,0.149446,0.119577,-0.047475,0.074406,0.132387,0.025645,0.047838,0.155383,0.087068,0.101647,0.306132,0.233153,0.067804,0.09596572727272727,0.03310589802162421,0.20477700000000004,0.06833629481712726,0.0897197,0.07894773939631766,5.37169701675481,0.3337107755266436,0.1
s033,1,24,0.049066,0.173076,0.119834,0.063187,0.243822,0.101739,0.061277,0.167178,0.113582,0.128443,0.315016,0.132469,0.102721,0.096231,0.004506,0.14442,0.289263,0.112728,0.150719,0.142224,-0.039333,0.09091,0.132237,0.024696,0.065685,0.129302,0.077485,0.115139,0.414906,0.176657,0.071405,0.09481563636363637,0.03580818102968294,0.2103255,0.10205317176871848,0.08243630000000002,0.06607990700163284,5.229988755524176,0.48521537767205924,0.1
s033,1,25,0.06105,0.254272,0.128403,0.089427,0.255543,0.174537,0.074645,0.162309,0.153218,0.121632,0.203729,0.169821,0.122852,0.136089,0.004702,0.103273,0.209094,0.074383,0.21046,0.091074,-0.048136,0.118577,0.104766,0.027325,0.064954,0.14905,0.07547,0.101828,0.344296,0.204811,0.054242,0.10208545454545453,0.04369973818769087,0.19102219999999998,0.07829994035161628,0.0964534,0.08332984983545812,5.7584929919140295,0.4098996674345684,0.1
s033,1,26,0.066888,0.156837,0.180484,0.0921,0.298398,0.165689,0.061247,0.16059,0.105604,0.150542,0.376452,0.119794,0.107505,0.139319,0.002203,0.152026,0.185267,0.100043,0.171543,0.073096,-0.051109,0.071935,0.147715,0.031314,0.078596,0.168419,0.054055,0.140969,0.298903,0.27225,0.064751,0.10528200000000001,0.04117810766171753,0.20049960000000003,0.09294438351114427,0.09803269999999999,0.09432460536543179,5.486295234504208,0.46356391172603406,0.1
s033,1,27,0.068048,0.199357,0.179942,0.09206,0.283557,0.161593,0.075888,0.152957,0.136714,0.118276,0.302336,0.149962,0.09363,0.104278,0.005479,0.118603,0.182214,0.066865,0.139133,0.097703,-0.046472,0.060472,0.090878,0.030558,0.056664,0.082304,0.059881,0.129989,0.302396,0.141724,0.079865,0.09387527272727274,0.028722830156831376,0.17979800000000004,0.08930304076445425,0.08862459999999998,0.07629864943642334,6.117976840676758,0.49668536801077073,0.1
s033,1,28,0.05838,0.206972,0.112066,0.107064,0.22882,0.089547,0.090091,0.196664,0.104732,0.168418,0.287977,0.133917,0.112662,0.123182,0.004086,0.077012,0.207109,0.093996,0.177091,0.107653,-0.033874,0.118441,0.138728,0.042536,0.076879,0.136242,0.110727,0.159897,0.334657,0.222378,0.052505,0.10894909090909093,0.04362368670448326,0.19680039999999996,0.07375580415458087,0.0880111,0.07113493987790623,5.589419533700136,0.37477464683422607,0.1
s033,1,29,0.055796,0.18149,0.153322,0.117956,0.203891,0.115276,0.049807,0.14158,0.054134,0.134669,0.297613,0.097746,0.104908,0.129647,0.003087,0.110231,0.241445,0.122399,0.138306,0.09591,-0.054598,0.09061,0.147094,0.030335,0.049656,0.112233,0.081836,0.151144,0.306275,0.181694,0.071624,0.09770063636363635,0.03685001840779114,0.1857178,0.0749500346642867,0.0785231,0.07166606908812875,5.922964842357598,0.40356945122434246,0.1
s033,1,30,0.066418,0.207272,0.184671,0.077487,0.189257,0.171999,0.082882,0.196208,0.120495,0.126718,0.289698,0.150122,0.123913,0.11102,0.004178,0.109444,0.227487,0.130461,0.13886,0.137806,-0.051319,0.089772,0.130131,0.038142,0.05141,0.091333,0.067489,0.139305,0.407251,0.145538,0.052095,0.09620945454545454,0.033105747532305135,0.1987463,0.09451450630582235,0.09617760000000002,0.07824707408686637,5.53469423078568,0.47555351495996256,0.1
s033,1,31,0.047377,0.219398,0.138892,0.092367,0.247695,0.110154,0.093298,0.153122,0.118078,0.14182,0.302176,0.113151,0.120013,0.144596,0.004327,0.101755,0.227915,0.116198,0.178893,0.149153,-0.056006,0.083536,0.102028,0.031649,0.050416,0.126755,0.055934,0.144326,0.255587,0.227698,0.089915,0.10397418181818181,0.0398389008202239,0.1928425,0.06605032126635636,0.08600750000000001,0.07946457955347849,5.704136795571515,0.3425091348705032,0.1
s033,1,32,0.041754,0.189034,0.087599,0.077097,0.239029,0.153253,0.063389,0.171071,0.090778,0.15205,0.223797,0.120702,0.124068,0.144055,0.005434,0.121118,0.218905,0.117427,0.178448,0.114206,-0.037594,0.0968,0.120726,0.038581,0.06266,0.163386,0.090576,0.144377,0.36281,0.153547,0.086746,0.10440972727272727,0.04299027634498506,0.1947019,0.07283611914496818,0.08203029999999999,0.06252209190367124,5.649662381312149,0.37409041927204606,0.1
s033,1,33,0.072431,0.267743,0.130281,0.07257,0.242604,0.188233,0.075086,0.112635,0.123185,0.141084,0.290336,0.113931,0.13178,0.136026,0.003134,0.137273,0.271946,0.107011,0.17701,0.109846,-0.037933,0.087251,0.159574,0.026489,0.054035,0.175674,0.101544,0.092437,0.373509,0.20416,0.076833,0.10161727272727274,0.03871859752648825,0.2139893,0.08817185112803544,0.09600349999999999,0.0774504453301163,5.140443938084755,0.4120385786001901,0.1
s033,1,34,0.068798,0.242911,0.162631,0.06036,0.344482,0.17005,0.093401,0.152925,0.116414,0.109427,0.283032,0.149494,0.149048,0.144004,0.003521,0.105978,0.235097,0.140672,0.178312,0.131205,-0.040853,0.131405,0.117522,0.042587,0.061867,0.167849,0.080134,0.171573,0.420523,0.212354,0.050265,0.10731218181818182,0.04549729431695512,0.223955,0.1009153412563664,0.1037004,0.08064193764647386,4.91170101136389,0.4506054196169419,0.1
s033,1,35,0.050625,0.281654,0.16173,0.078931,0.294831,0.159513,0.087461,0.202998,0.104221,0.123843,0.263806,0.160653,0.117513,0.118423,0.003161,0.165867,0.181467,0.081386,0.219427,0.075624,-0.039781,0.107215,0.115276,0.022058,0.062738,0.13888,0.085105,0.125235,0.392575,0.113517,0.072219,0.11009763636363636,0.049237182023898825,0.2065534,0.09987638303667634,0.08515629999999999,0.07038636671819969,5.325499362392486,0.48353780766280424,0.1
s033,1,36,0.060524,0.222024,0.160712,0.100268,0.279425,0.176651,0.087076,0.17753,0.090725,0.111913,0.223724,0.091698,0.121698,0.125548,0.003345,0.113769,0.237545,0.103138,0.19369,0.132304,-0.054239,0.107879,0.140004,0.030193,0.060591,0.089266,0.091047,0.14527,0.420641,0.159048,0.067141,0.10634718181818181,0.03950526702306461,0.20480109999999999,0.09644231209663343,0.0852318,0.07387438227874847,5.371064901506877,0.4709071747542454,0.1
s033,1,37,0.05635,0.195969,0.18658,0.092168,0.247204,0.235632,0.107018,0.17318,0.116799,0.077817,0.294904,0.127698,0.145797,0.113093,0.003459,0.124548,0.153196,0.110843,0.117244,0.105759,-0.031517,0.095803,0.127103,0.043002,0.070583,0.120355,0.082861,0.134075,0.367357,0.182957,0.052387,0.09761727272727273,0.031231318249766243,0.18981199999999998,0.08770092231999489,0.10583139999999999,0.08416934448703862,5.795207889912124,0.4620409547319735,0.1
s033,1,38,0.073437,0.170498,0.195867,0.11009,0.286053,0.159308,0.057347,0.191499,0.091582,0.117408,0.230792,0.135294,0.124343,0.140443,0.003525,0.151874,0.283758,0.096306,0.169989,0.152836,-0.052438,0.131373,0.131482,0.036474,0.046209,0.094781,0.076373,0.166888,0.262998,0.294334,0.075604,0.11132381818181815,0.043183399956043714,0.19451400000000002,0.06791851581613563,0.10366249999999999,0.09933569187160832,5.655119939952908,0.34917030303439645,0.1
s033,1,39,0.073235,0.146193,0.15626,0.082391,0.16633,0.111408,0.086936,0.18642,0.120681,0.087305,0.300113,0.150765,0.131427,0.134607,0.003488,0.140948,0.188306,0.090768,0.139203,0.101632,-0.060221,0.112027,0.136504,0.033397,0.054461,0.121238,0.069875,0.14745,0.329219,0.12892,0.053429,0.1008010909090909,0.03491603363343135,0.18105619999999997,0.07576954669962509,0.08053410000000001,0.06973068260170696,6.075461652238366,0.4184863181418914,0.1
s033,1,40,0.053829,0.209058,0.201823,0.065747,0.256942,0.148807,0.056882,0.125532,0.109133,0.086845,0.313006,0.182441,0.113442,0.162961,0.004933,0.082923,0.24641,0.085615,0.158883,0.143322,-0.055174,0.109563,0.146494,0.030085,0.084865,0.129176,0.067244,0.162534,0.332814,0.21951,0.077636,0.09574081818181818,0.037159636838425054,0.2065715,0.0770750662799297,0.0994417,0.09018141937850736,5.325032736848985,0.3731156647880906,0.1
s033,1,41,0.047781,0.180034,0.158239,0.087343,0.23294,0.131477,0.091072,0.21025,0.102453,0.166249,0.235859,0.139393,0.129889,0.153082,0.00282,0.073185,0.134291,0.082769,0.165473,0.172544,-0.045099,0.085392,0.167488,0.03473,0.062908,0.172992,0.07376,0.123014,0.336637,0.205029,0.082755,0.10136918181818183,0.039560581608005164,0.1996117,0.05831146512584144,0.08855710000000001,0.07557585564399666,5.510699022151507,0.2921244706828144,0.1
s033,1,42,0.059137,0.220592,0.11322,0.097361,0.187593,0.153306,0.059495,0.16514,0.132361,0.07641,0.261329,0.137352,0.15608,0.083413,0.004436,0.102381,0.250736,0.080709,0.126466,0.073215,-0.042048,0.084047,0.121658,0.035764,0.044482,0.147332,0.074165,0.146327,0.284993,0.175925,0.053986,0.09147018181818183,0.038111503262973453,0.1796001,0.0743633530420432,0.08651900000000001,0.06982669202946519,6.124718193364035,0.41404959630616706,0.1
s033,1,43,0.070153,0.256285,0.1169,0.116667,0.275796,0.161266,0.066141,0.233172,0.097438,0.150814,0.288038,0.181585,0.107544,0.171594,0.004496,0.106328,0.25337,0.099226,0.174795,0.080245,-0.036488,0.078805,0.113123,0.039766,0.059555,0.143222,0.08276,0.105726,0.307572,0.169961,0.059683,0.09965554545454545,0.03785543923497293,0.2122417,0.07930610249610193,0.09169100000000001,0.07194279759179048,5.182770398088595,0.37365936458060917,0.1
s033,1,44,0.068335,0.206065,0.148364,0.089376,0.196326,0.115397,0.086983,0.163116,0.093753,0.120752,0.234457,0.145776,0.08516,0.137449,0.004228,0.140375,0.192964,0.086878,0.167884,0.052873,-0.041669,0.10173,0.089034,0.046446,0.072338,0.093179,0.07373,0.110808,0.256322,0.240712,0.093322,0.10336936363636363,0.02996488285067281,0.16217849999999998,0.06732852465543693,0.09136150000000001,0.07939840024731816,6.7826499813477135,0.41515071667286213,0.1
s033,1,45,0.043937,0.131066,0.144839,0.093029,0.269968,0.188026,0.096979,0.162008,0.102887,0.100921,0.283894,0.147126,0.124961,0.187206,0.004444,0.085291,0.201605,0.101989,0.134194,0.123691,-0.049243,0.126973,0.121088,0.048654,0.071052,0.134333,0.088124,0.117918,0.295148,0.214527,0.061229,0.096044,0.02903082953000138,0.19100070000000002,0.0690417467544094,0.0991373,0.08116042265928224,5.759141196864723,0.3614737701991233,0.1
s033,1,46,0.076121,0.190076,0.143939,0.076642,0.161153,0.171378,0.073469,0.15298,0.117883,0.116215,0.240592,0.132207,0.086864,0.147159,0.00303,0.124721,0.219365,0.10691,0.1846,0.117635,-0.047205,0.108377,0.108129,0.031933,0.048341,0.13019,0.061204,0.121753,0.295312,0.13961,0.059787,0.0978990909090909,0.03847599005471995,0.1762591,0.05979513593828329,0.0860889,0.07092625226317825,6.240812531097685,0.33924564771876636,0.1
s033,1,47,0.068779,0.268721,0.126347,0.085505,0.224461,0.160613,0.051397,0.149167,0.11069,0.127362,0.210183,0.129911,0.117163,0.132541,0.004408,0.140936,0.254377,0.110982,0.116371,0.151846,-0.048999,0.123427,0.105893,0.045726,0.076605,0.124209,0.089407,0.135648,0.326554,0.16536,0.067764,0.10099609090909091,0.03151078642450723,0.1947952,0.07316678426839449,0.0894445,0.06916309509694378,5.646956393176012,0.3756087445291621,0.1
s033,1,48,0.089172,0.187299,0.172826,0.10764,0.264225,0.162664,0.058883,0.20221,0.075442,0.119323,0.170136,0.209012,0.070323,0.078937,0.005699,0.142686,0.202344,0.082615,0.183067,0.11585,-0.050305,0.089154,0.144205,0.031105,0.07717,0.157186,0.077671,0.106098,0.265071,0.157173,0.059876,0.10030836363636363,0.037586521843003054,0.17874630000000002,0.05924434661458331,0.0923902,0.08262256294311433,6.1539735367948865,0.33144374624899,0.1
s033,1,49,0.054481,0.178897,0.150258,0.103522,0.211014,0.159087,0.052712,0.183814,0.105773,0.11903,0.28907,0.182132,0.108407,0.115484,0.004034,0.123201,0.13787,0.082637,0.144388,0.112132,-0.042041,0.125278,0.135415,0.034104,0.069348,0.187717,0.083688,0.124767,0.411017,0.178945,0.073244,0.09985254545454546,0.03188966811480996,0.196243,0.0920115276558082,0.09386169999999999,0.07670043865447504,5.605295475507407,0.4688652485294034,0.1
s033,1,50,0.056986,0.192867,0.083958,0.100655,0.272854,0.179193,0.071973,0.187729,0.111944,0.130439,0.23281,0.079325,0.12983,0.114496,0.003495,0.09323,0.20878,0.08714,0.169576,0.129953,-0.019749,0.113161,0.113133,0.033712,0.071216,0.160328,0.077055,0.096076,0.320486,0.23861,0.065634,0.09988872727272727,0.03396641629342404,0.1933436,0.06837300151895565,0.0874683,0.07708601142742365,5.689353048148478,0.3536346586212787,0.1
s033,2,1,0.078575,0.264019,0.174294,0.083509,0.261437,0.181889,0.070289,0.219068,0.127646,0.102533,0.278662,0.196621,0.102163,0.159004,0.004471,0.153189,0.269756,0.086219,0.149438,0.128027,-0.054785,0.115436,0.127896,0.024745,0.062238,0.1298,0.063783,0.11767,0.364296,0.188359,0.087451,0.10204463636363635,0.02997660183300544,0.2201965,0.08109811395840912,0.09932420000000002,0.08842897946286865,4.995538076218287,0.36829881617292265,0.1
s033,2,2,0.059864,0.261544,0.129192,0.077172,0.288382,0.108206,0.060183,0.142107,0.147254,0.096515,0.354523,0.152181,0.095749,0.143944,0.003591,0.126598,0.222545,0.115198,0.139795,0.144984,-0.029791,0.109199,0.184399,0.034394,0.058444,0.15103,0.090656,0.150615,0.389671,0.213036,0.055264,0.09358163636363637,0.034583641758128156,0.2283129,0.09195750741686196,0.0963917,0.07400081330041058,4.817949401895381,0.402769634957839,0.1
s033,2,3,0.074063,0.199071,0.081902,0.079603,0.274121,0.151986,0.060971,0.180739,0.107313,0.173321,0.235207,0.154104,0.143206,0.166429,0.00507,0.132096,0.271211,0.093531,0.117469,0.109499,-0.042014,0.099272,0.136903,0.048186,0.073849,0.119869,0.067747,0.115537,0.358979,0.188267,0.068428,0.10343772727272728,0.036031474788276174,0.2052028,0.07951211923530203,0.0856092,0.07045675765208362,5.360550635761306,0.3874806550422094,0.1
s033,2,4,0.057878,0.263754,0.15555,0.076103,0.203157,0.154711,0.072484,0.217383,0.106366,0.116552,0.254155,0.138397,0.120629,0.118477,0.004398,0.088587,0.27386,0.086752,0.167957,0.090064,-0.035454,0.129913,0.129708,0.035776,0.069912,0.170837,0.079322,0.108754,0.372379,0.271381,0.041806,0.09550681818181818,0.03686674445301126,0.2093774,0.08571484006764653,0.0997199,0.0876736081351357,5.253671122098183,0.4093795986283646,0.1
s033,2,5,0.071434,0.201768,0.180394,0.105802,0.265543,0.072057,0.067079,0.151571,0.078616,0.124993,0.269731,0.15205,0.157662,0.124091,0.00468,0.085856,0.218413,0.132979,0.165931,0.115098,-0.057476,0.075366,0.123188,0.045387,0.074354,0.058795,0.097393,0.10346,0.174381,0.164897,0.04609,0.09800245454545455,0.03816922385473311,0.17025789999999996,0.0686906907285599,0.08709769999999999,0.07521745898991802,6.460786841609114,0.40345080430365865,0.1
s033,2,6,0.056821,0.170898,0.067478,0.065634,0.285097,0.138555,0.093995,0.209041,0.096756,0.124027,0.253777,0.143916,0.134869,0.119557,0.003559,0.109289,0.215798,0.080011,0.170231,0.112865,-0.035414,0.067691,0.130766,0.036227,0.056949,0.132234,0.104194,0.113865,0.268316,0.181,0.077037,0.09730981818181818,0.036647674700636006,0.18983489999999997,0.06531517884577485,0.0816282,0.0664923052453774,5.7945088073900015,0.34406305376484686,0.1
s033,2,7,0.060582,0.169739,0.159737,0.079108,0.273708,0.199852,0.070756,0.162732,0.101369,0.124667,0.220609,0.12194,0.094691,0.14956,0.003885,0.128273,0.235702,0.12209,0.122768,0.114255,-0.045228,0.095737,0.096277,0.0501,0.076667,0.164303,0.0837,0.088737,0.29719,0.188977,0.096046,0.09436654545454544,0.022706505849045277,0.1884075,0.06622187922641412,0.09864220000000001,0.07852357923551087,5.83840876822844,0.35148216345735966,0.1
s033,2,8,0.050241,0.218108,0.152664,0.111729,0.244209,0.156249,0.055162,0.158468,0.138736,0.105031,0.244668,0.142068,0.108489,0.099073,0.003499,0.158121,0.204152,0.120168,0.161592,0.096841,-0.038959,0.084835,0.142917,0.04472,0.062284,0.163562,0.078074,0.155538,0.202134,0.27746,0.077914,0.10281236363636363,0.041268274003822186,0.1774132,0.054095456426169065,0.10746789999999999,0.08988104502612822,6.20021509109807,0.30491222398923434,0.1
s033,2,9,0.057244,0.218867,0.170192,0.061422,0.287754,0.16117,0.060173,0.183481,0.130062,0.105989,0.229763,0.175866,0.119633,0.13094,0.003925,0.142462,0.140221,0.114752,0.16413,0.081615,-0.058241,0.107732,0.136669,0.043303,0.053827,0.143187,0.063849,0.141046,0.255785,0.172802,0.075174,0.09898472727272728,0.039649746887189356,0.18082819999999997,0.06519047476740754,0.097768,0.08136888454440064,6.083121990928407,0.3605105352058042,0.1
s033,2,10,0.065026,0.21249,0.141662,0.083624,0.287354,0.202352,0.065429,0.227125,0.147407,0.151612,0.206006,0.119707,0.140597,0.07896,0.004535,0.103728,0.243805,0.119455,0.140973,0.079682,-0.04938,0.086588,0.126933,0.043034,0.059223,0.155943,0.112304,0.114411,0.350756,0.174544,0.0675,0.09806463636363638,0.0342877211207532,0.1969054,0.08788625958109468,0.101562,0.07858669265636942,5.586438970185683,0.4463374550302842,0.1
s033,2,11,0.051315,0.201966,0.167129,0.101458,0.299657,0.181425,0.064558,0.189248,0.11326,0.134732,0.242481,0.134439,0.15238,0.125714,0.004089,0.096506,0.221991,0.110127,0.144158,0.094464,-0.063963,0.073972,0.121004,0.032157,0.058891,0.14747,0.073851,0.141319,0.414091,0.130002,0.075578,0.09953336363636364,0.03769523689081348,0.20580860000000004,0.09631707573334139,0.08825160000000001,0.07709291712270908,5.3447717928210965,0.4679934223030872,0.1
s033,2,12,0.060301,0.202266,0.199614,0.086875,0.264689,0.173381,0.059896,0.211379,0.109546,0.110276,0.237022,0.142319,0.150769,0.085724,0.005178,0.068183,0.157247,0.098274,0.214043,0.121128,-0.047043,0.087728,0.12612,0.040798,0.071777,0.128869,0.072541,0.122444,0.307345,0.160026,0.066387,0.09987990909090909,0.04757979602195568,0.18417889999999998,0.07175210233458901,0.09546339999999999,0.0785010724685409,5.972453956452124,0.38957827654962784,0.1
s033,2,13,0.058505,0.214071,0.127827,0.09912,0.265377,0.17864,0.076022,0.209482,0.077105,0.136701,0.259297,0.094093,0.15914,0.13222,0.004469,0.094129,0.215033,0.149894,0.20733,0.124296,-0.041925,0.078197,0.119937,0.03317,0.038277,0.167945,0.075995,0.135334,0.243021,0.238759,0.068643,0.10467254545454545,0.0499729401803889,0.1950679,0.055452241853187895,0.09380270000000002,0.0837910348944192,5.639062090687397,0.2842714716797237,0.1
s033,2,14,0.063587,0.279511,0.107376,0.059105,0.207426,0.101441,0.095483,0.217948,0.116435,0.118716,0.337057,0.084887,0.108283,0.123306,0.004221,0.095672,0.23662,0.100791,0.197062,0.130319,-0.042069,0.064925,0.109396,0.047741,0.04824,0.149348,0.117044,0.088029,0.319232,0.221995,0.087218,0.09330181818181817,0.0407429584218382,0.2110163,0.08255619193017028,0.08598619999999998,0.07137790840277933,5.212867441993818,0.39123133150309697,0.1
s033,2,15,0.06757,0.205798,0.170691,0.09266,0.309939,0.124029,0.048592,0.205635,0.088852,0.084423,0.280309,0.091826,0.148531,0.114499,0.004055,0.132181,0.186402,0.09044,0.147133,0.156754,-0.042317,0.110612,0.116617,0.029481,0.069638,0.121161,0.092405,0.129374,0.251762,0.171842,0.051295,0.09836445454545456,0.037206786605036554,0.1948876,0.06956474463755968,0.08213039999999998,0.06856896603209874,5.644279061366654,0.3569480103817769,0.1
s033,2,16,0.07408,0.19057,0.16258,0.065667,0.202861,0.182216,0.067767,0.195576,0.119574,0.098265,0.305575,0.106681,0.122421,0.090107,0.002469,0.123504,0.227468,0.126174,0.12518,0.153007,-0.031752,0.091713,0.106607,0.042666,0.051604,0.157941,0.049663,0.129504,0.330131,0.185043,0.095694,0.09503627272727272,0.027587315607325445,0.1959843,0.0771478362698671,0.0945314,0.07558198282395083,5.6126944862420105,0.39364292105764537,0.1
s033,2,17,0.057034,0.215216,0.145449,0.064596,0.272034,0.158424,0.078434,0.192786,0.078548,0.131193,0.272095,0.09541,0.086752,0.098443,0.004206,0.136165,0.30518,0.13394,0.166847,0.110323,-0.026947,0.115233,0.148093,0.032245,0.072608,0.093518,0.08598,0.12324,0.274949,0.25479,0.07122,0.10030200000000002,0.035831972906888616,0.1982637,0.08145123545076254,0.0962045,0.08233223545050734,5.548166406659414,0.4108227141051811,0.1
s033,2,18,0.057206,0.190775,0.135705,0.050319,0.265806,0.122861,0.069609,0.189371,0.076114,0.108946,0.22451,0.110186,0.143326,0.13078,0.004491,0.132142,0.230858,0.115272,0.154231,0.089693,-0.037978,0.092156,0.105681,0.023799,0.066845,0.146505,0.043096,0.127933,0.311542,0.135897,0.068516,0.09738445454545457,0.03743187016798289,0.1885521,0.0714371263737872,0.0729443,0.06135329628752187,5.833931311292741,0.3788720602160708,0.1
s033,2,19,0.074202,0.198613,0.109525,0.077165,0.237641,0.19045,0.059153,0.175801,0.146588,0.143668,0.294265,0.102998,0.147799,0.160383,0.003966,0.105911,0.174898,0.107662,0.144888,0.133122,-0.037434,0.101944,0.101354,0.036576,0.076508,0.127575,0.096243,0.130906,0.475328,0.175378,0.077806,0.10363181818181819,0.03309875989162791,0.20789799999999997,0.10940275841434101,0.0931952,0.07293544048418589,5.291056191016749,0.5262328312538491,0.1
s033,2,20,0.050964,0.168711,0.15907,0.107241,0.330655,0.133307,0.07477,0.183916,0.105952,0.126701,0.317285,0.134707,0.093924,0.134101,0.002416,0.125607,0.230801,0.058939,0.111357,0.106289,-0.042281,0.098226,0.112286,0.031434,0.075549,0.12563,0.081993,0.113983,0.377232,0.273739,0.077907,0.0960208181818182,0.023955220724586036,0.2086906,0.10000993694317468,0.09392759999999997,0.0895254136162216,5.270960934512623,0.4792258594824879,0.1
s033,2,21,0.056782,0.152241,0.117281,0.103552,0.20654,0.107151,0.066167,0.192032,0.092348,0.110956,0.170054,0.136575,0.144674,0.166722,0.003474,0.148038,0.259809,0.092623,0.157299,0.127372,-0.028479,0.100861,0.190124,0.02861,0.06045,0.102871,0.068859,0.140258,0.347401,0.197919,0.070226,0.10538754545454543,0.03805859762094141,0.1915166,0.06974737416992843,0.08163609999999999,0.06658886464041867,5.743627445349384,0.3641844650964135,0.1
s033,2,22,0.062523,0.204378,0.099019,0.06108,0.206424,0.16005,0.07516,0.186454,0.124993,0.15334,0.26304,0.16676,0.123841,0.146685,0.004015,0.117775,0.210536,0.123665,0.162314,0.088076,-0.038359,0.107477,0.120361,0.036274,0.064258,0.150952,0.076811,0.144517,0.406838,0.202386,0.083703,0.10508981818181819,0.03800609751294701,0.1983744,0.088945712399568,0.09556139999999999,0.07636861770707186,5.5450703316556975,0.44837291462930123,0.1
s033,2,23,0.051145,0.12996,0.153104,0.09898,0.25178,0.192447,0.083568,0.208101,0.083159,0.133587,0.268333,0.128099,0.103966,0.15472,0.004685,0.10156,0.252207,0.101011,0.143795,0.10446,-0.046908,0.129605,0.154125,0.026691,0.041157,0.192012,0.103978,0.114753,0.33314,0.255259,0.074409,0.09786590909090909,0.0329901812345872,0.2048838,0.07139997220945615,0.1001525,0.08981632244660953,5.368896906441603,0.34849006473208477,0.1
s033,2,24,0.035435,0.242937,0.11985,0.066126,0.251354,0.132609,0.060494,0.206458,0.160187,0.09818,0.2839,0.125101,0.131158,0.116304,0.003444,0.127275,0.232062,0.108784,0.143052,0.107669,-0.047245,0.097946,0.118004,0.032657,0.061962,0.131514,0.09918,0.122738,0.374496,0.255528,0.070399,0.09225136363636365,0.03554185422082738,0.20646979999999998,0.08791643000132443,0.0990095,0.08531387427773854,5.3276556668336,0.4258076761988808,0.1
s033,2,25,0.069112,0.180536,0.130278,0.094379,0.243875,0.154185,0.055067,0.2129,0.096854,0.1309,0.278853,0.11212,0.098151,0.100813,0.004496,0.088968,0.183696,0.14682,0.149833,0.086669,-0.039101,0.101319,0.115409,0.032899,0.066117,0.148728,0.081792,0.097035,0.356823,0.190609,0.054463,0.0913949090909091,0.029975963615718994,0.19083020000000003,0.08509662596105416,0.09109520000000002,0.07220563963631157,5.764286784796116,0.4459284825031328,0.1
s033,2,26,0.070276,0.14829,0.081178,0.086039,0.237861,0.144084,0.095323,0.189723,0.086697,0.124092,0.238396,0.162193,0.122356,0.133136,0.002881,0.105986,0.214042,0.093757,0.107062,0.105849,-0.025207,0.094513,0.139181,0.040409,0.082423,0.100431,0.078611,0.073476,0.27369,0.121602,0.069436,0.09372563636363637,0.019519001015793444,0.1780599,0.06096365471774509,0.07862050000000001,0.059061988773096125,6.1776963819478725,0.3423772072991899,0.1
s033,2,27,0.06496,0.18199,0.142495,0.097145,0.229214,0.119593,0.062585,0.162336,0.108089,0.136959,0.210877,0.130003,0.11913,0.11651,0.003302,0.125906,0.197377,0.109348,0.146063,0.10246,-0.03034,0.126043,0.126031,0.026838,0.070308,0.12813,0.062329,0.162529,0.361605,0.175696,0.054268,0.10599054545454546,0.03785111838602299,0.181653,0.07644386287844027,0.08473529999999999,0.066460750950467,6.055501423042834,0.4208235408730098,0.1
